DATE, NORMAL-LEVEL,RES-LEVEL,AF,CHANGE-ACRE-FEET,STORED,DRAWDOWN,OUTFLOW,SUPPLY,INFLOW,
1985-06-04,   251.00,  249.64,    104234.,  -649.,       0,   -327.0,    323.0,    59.0,     55.0,
1985-06-05,   251.00,  249.55,    103261.,  -973.,       0,   -491.0,    323.0,    58.0,   -110.0,
1985-06-06,   251.00,  249.50,    102721.,  -540.,       0,   -272.0,    322.0,    46.0,     96.0,
1985-06-07,   251.00,  249.38,    101423., -1298.,       0,   -654.0,    322.0,    52.0,   -280.0,
1985-06-08,   251.00,  249.30,    100558.,  -865.,       0,   -436.0,    322.0,    45.0,    -69.0,
1985-06-09,   251.00,  249.23,     99801.,  -757.,       0,   -382.0,    322.0,    50.0,    -10.0,
1985-06-10,   251.00,  249.20,     99477.,  -324.,       0,   -163.0,    321.0,    49.0,    207.0,
1985-06-11,   251.00,  249.11,     98503.,  -974.,       0,   -491.0,    321.0,    57.0,   -113.0,
1985-06-12,   251.00,  249.07,     98071.,  -432.,       0,   -218.0,    321.0,    52.0,    155.0,
1985-06-13,   251.00,  249.00,     97314.,  -757.,       0,   -382.0,    321.0,    36.0,    -25.0,
1985-06-14,   251.00,  248.86,     95976., -1338.,       0,   -675.0,    320.0,    49.0,   -306.0,
1985-06-15,   251.00,  248.77,     95116.,  -860.,       0,   -434.0,    320.0,    48.0,    -66.0,
1985-06-16,   251.00,  248.74,     94830.,  -286.,       0,   -144.0,    320.0,    41.0,    217.0,
1985-06-17,   251.00,  248.68,     94256.,  -574.,       0,   -289.0,    320.0,    48.0,     79.0,
1985-06-18,   251.00,  248.67,     94161.,   -95.,       0,    -48.0,    319.0,    49.0,    320.0,
1985-06-19,   251.00,  248.61,     93588.,  -573.,       0,   -289.0,    319.0,    40.0,     70.0,
1985-06-20,   251.00,  248.50,     92537., -1051.,       0,   -530.0,    319.0,    51.0,   -160.0,
1985-06-21,   251.00,  248.37,     91294., -1243.,       0,   -627.0,    319.0,    48.0,   -260.0,
1985-06-22,   251.00,  248.32,     90817.,  -477.,       0,   -240.0,    319.0,    50.0,    129.0,
1985-06-23,   251.00,  248.22,     89861.,  -956.,       0,   -482.0,    318.0,    51.0,   -113.0,
1985-06-24,   251.00,  248.13,     89001.,  -860.,       0,   -434.0,    318.0,    51.0,    -65.0,
1985-06-25,   251.00,  248.03,     88046.,  -955.,       0,   -481.0,    355.0,    55.0,    -71.0,
1985-06-26,   251.00,  247.90,     86880., -1166.,       0,   -588.0,    374.0,    61.0,   -153.0,
1985-06-27,   251.00,  247.78,     85824., -1056.,       0,   -532.0,    373.0,    57.0,   -102.0,
1985-06-28,   251.00,  247.65,     84681., -1143.,       0,   -576.0,    373.0,    58.0,   -145.0,
1985-06-29,   251.00,  247.55,     83802.,  -879.,       0,   -443.0,    372.0,    47.0,    -24.0,
1985-06-30,   251.00,  247.55,     83802.,     0.,     0.0,        0,    372.0,    40.0,    412.0,
1985-07-01,   251.00,  247.53,     83626.,  -176.,       0,    -89.0,    372.0,    43.0,    326.0,
1985-07-02,   251.00,  247.50,     83362.,  -264.,       0,   -133.0,    177.0,    43.0,     87.0,
1985-07-03,   251.00,  247.45,     82922.,  -440.,       0,   -222.0,    156.0,    46.0,    -20.0,
1985-07-04,   251.00,  247.35,     82043.,  -879.,       0,   -443.0,    315.0,    38.0,    -90.0,
1985-07-05,   251.00,  247.25,     81164.,  -879.,       0,   -443.0,    268.0,    38.0,   -137.0,
1985-07-06,   251.00,  247.25,     81164.,     0.,     0.0,        0,    174.0,    39.0,    213.0,
1985-07-07,   251.00,  247.20,     80724.,  -440.,       0,   -222.0,    174.0,    47.0,     -1.0,
1985-07-08,   251.00,  247.14,     80196.,  -528.,       0,   -266.0,    174.0,    41.0,    -51.0,
1985-07-09,   251.00,  247.05,     79405.,  -791.,       0,   -399.0,    209.0,    59.0,   -131.0,
1985-07-10,   251.00,  247.15,     80284.,   879.,   443.0,        0,    247.0,    49.0,    739.0,
1985-07-11,   251.00,  246.98,     78805., -1479.,       0,   -746.0,    258.0,    52.0,   -436.0,
1985-07-12,   251.00,  246.90,     78164.,  -641.,       0,   -323.0,    227.0,    49.0,    -47.0,
1985-07-13,   251.00,  246.88,     78004.,  -160.,       0,    -81.0,    201.0,    45.0,    165.0,
1985-07-14,   251.00,  246.77,     77122.,  -882.,       0,   -445.0,    201.0,    50.0,   -194.0,
1985-07-15,   251.00,  246.74,     76882.,  -240.,       0,   -121.0,    201.0,    40.0,    120.0,
1985-07-16,   251.00,  246.75,     76962.,    80.,    40.0,        0,    201.0,    41.0,    282.0,
1985-07-17,   251.00,  246.74,     76882.,   -80.,       0,    -40.0,    185.0,    44.0,    189.0,
1985-07-18,   251.00,  246.65,     76161.,  -721.,       0,   -364.0,    183.0,    47.0,   -134.0,
1985-07-19,   251.00,  246.58,     75600.,  -561.,       0,   -283.0,    200.0,    52.0,    -31.0,
1985-07-20,   251.00,  246.51,     75039.,  -561.,       0,   -283.0,    200.0,    51.0,    -32.0,
1985-07-21,   251.00,  246.43,     74398.,  -641.,       0,   -323.0,    200.0,    51.0,    -72.0,
1985-07-22,   251.00,  246.36,     73837.,  -561.,       0,   -283.0,    235.0,    48.0,      0.0,
1985-07-23,   251.00,  246.27,     73116.,  -721.,       0,   -364.0,    256.0,    47.0,    -61.0,
1985-07-24,   251.00,  246.18,     72395.,  -721.,       0,   -364.0,    255.0,    46.0,    -63.0,
1985-07-25,   251.00,  246.27,     73116.,   721.,   364.0,        0,    220.0,    44.0,    628.0,
1985-07-26,   251.00,  246.34,     73677.,   561.,   283.0,        0,    112.0,    41.0,    436.0,
1985-07-27,   251.00,  246.40,     74158.,   481.,   243.0,        0,     61.0,    43.0,    347.0,
1985-07-28,   251.00,  246.50,     74959.,   801.,   404.0,        0,    107.0,    47.0,    558.0,
1985-07-29,   251.00,  246.55,     75360.,   401.,   202.0,        0,     96.0,    39.0,    337.0,
1985-07-30,   251.00,  246.88,     78004.,  2644.,  1333.0,        0,     61.0,    46.0,   1440.0,
1985-07-31,   251.00,  246.55,     75360., -2644.,       0,  -1333.0,    137.0,    37.0,  -1159.0,
1985-08-01,   251.00,  246.64,     76081.,   721.,   364.0,        0,    173.0,    51.0,    588.0,
1985-08-02,   251.00,  246.60,     75760.,  -321.,       0,   -162.0,    122.0,    38.0,     -2.0,
1985-08-03,   251.00,  246.55,     75360.,  -400.,       0,   -202.0,    136.0,    55.0,    -11.0,
1985-08-04,   251.00,  246.49,     74879.,  -481.,       0,   -243.0,    172.0,    37.0,    -34.0,
1985-08-05,   251.00,  246.44,     74478.,  -401.,       0,   -202.0,    172.0,    59.0,     29.0,
1985-08-06,   251.00,  246.36,     73837.,  -641.,       0,   -323.0,    172.0,    44.0,   -107.0,
1985-08-07,   251.00,  246.29,     73276.,  -561.,       0,   -283.0,    172.0,    46.0,    -65.0,
1985-08-08,   251.00,  246.25,     72956.,  -320.,       0,   -161.0,    172.0,    44.0,     55.0,
1985-08-09,   251.00,  246.20,     72555.,  -401.,       0,   -202.0,    172.0,    46.0,     16.0,
1985-08-10,   251.00,  246.15,     72155.,  -400.,       0,   -202.0,    172.0,    44.0,     14.0,
1985-08-11,   251.00,  246.09,     71674.,  -481.,       0,   -243.0,    172.0,    41.0,    -30.0,
1985-08-12,   251.00,  246.03,     71193.,  -481.,       0,   -243.0,    189.0,    36.0,    -18.0,
1985-08-13,   251.00,  245.94,     70513.,  -680.,       0,   -343.0,    199.0,    66.0,    -78.0,
1985-08-14,   251.00,  245.85,     69852.,  -661.,       0,   -333.0,    199.0,    53.0,    -81.0,
1985-08-15,   251.00,  245.75,     69118.,  -734.,       0,   -370.0,    199.0,    55.0,   -116.0,
1985-08-16,   251.00,  245.78,     69338.,   220.,   111.0,        0,    199.0,    43.0,    353.0,
1985-08-17,   251.00,  245.73,     68971.,  -367.,       0,   -185.0,    198.0,    35.0,     48.0,
1985-08-18,   251.00,  246.33,     73597.,  4626.,  2332.0,        0,    113.0,    29.0,   2474.0,
1985-08-19,   251.00,  247.33,     81867.,  8270.,  4169.0,        0,    125.0,    35.0,   4329.0,
1985-08-20,   251.00,  247.50,     83362.,  1495.,   754.0,        0,    203.0,    39.0,    996.0,
1985-08-21,   251.00,  248.01,     87855.,  4493.,  2265.0,        0,    204.0,    22.0,   2491.0,
1985-08-22,   251.00,  248.20,     89670.,  1815.,   915.0,        0,    204.0,    46.0,   1165.0,
1985-08-23,   251.00,  248.17,     89383.,  -287.,       0,   -145.0,    204.0,    55.0,    114.0,
1985-08-24,   251.00,  248.14,     89097.,  -286.,       0,   -144.0,    204.0,    53.0,    113.0,
1985-08-25,   251.00,  248.30,     90626.,  1529.,   771.0,        0,    204.0,    39.0,   1014.0,
1985-08-26,   251.00,  248.45,     92059.,  1433.,   722.0,        0,    204.0,    37.0,    963.0,
1985-08-27,   251.00,  248.50,     92537.,   478.,   241.0,        0,    204.0,    48.0,    493.0,
1985-08-28,   251.00,  248.52,     92728.,   191.,    96.0,        0,    204.0,    45.0,    345.0,
1985-08-29,   251.00,  248.50,     92537.,  -191.,       0,    -96.0,    204.0,    45.0,    153.0,
1985-08-30,   251.00,  248.57,     93205.,   668.,   337.0,        0,     99.0,    42.0,    478.0,
1985-08-31,   251.00,  248.93,     96645.,  3440.,  1734.0,        0,     60.0,    53.0,   1847.0,
1985-09-01,   251.00,  249.28,    100342.,  3697.,  1864.0,        0,     60.0,    39.0,   1963.0,
1985-09-02,   251.00,  249.34,    100990.,   648.,   327.0,        0,     60.0,    47.0,    434.0,
1985-09-03,   251.00,  249.34,    100990.,     0.,     0.0,        0,     60.0,    39.0,     99.0,
1985-09-04,   251.00,  249.35,    101099.,   109.,    55.0,        0,     60.0,    50.0,    165.0,
1985-09-05,   251.00,  249.35,    101099.,     0.,     0.0,        0,     60.0,    41.0,    101.0,
1985-09-06,   251.00,  249.35,    101099.,     0.,     0.0,        0,     60.0,    54.0,    114.0,
1985-09-07,   251.00,  249.35,    101099.,     0.,     0.0,        0,     60.0,    50.0,    110.0,
1985-09-08,   251.00,  249.34,    100990.,  -109.,       0,    -55.0,     60.0,    49.0,     54.0,
1985-09-09,   251.00,  249.33,    100882.,  -108.,       0,    -54.0,     60.0,    68.0,     74.0,
1985-09-10,   251.00,  249.31,    100666.,  -216.,       0,   -109.0,     60.0,    56.0,      7.0,
1985-09-11,   251.00,  249.28,    100342.,  -324.,       0,   -163.0,     60.0,    57.0,    -46.0,
1985-09-12,   251.00,  249.26,    100125.,  -217.,       0,   -109.0,     60.0,    46.0,     -3.0,
1985-09-13,   251.00,  249.21,     99585.,  -540.,       0,   -272.0,     60.0,    47.0,   -165.0,
1985-09-14,   251.00,  249.20,     99477.,  -108.,       0,    -54.0,     60.0,    47.0,     53.0,
1985-09-15,   251.00,  249.17,     99152.,  -325.,       0,   -164.0,     60.0,    53.0,    -51.0,
1985-09-16,   251.00,  249.15,     98936.,  -216.,       0,   -109.0,     60.0,    45.0,     -4.0,
1985-09-17,   251.00,  249.14,     98828.,  -108.,       0,    -54.0,     60.0,    67.0,     73.0,
1985-09-18,   251.00,  249.13,     98720.,  -108.,       0,    -54.0,     60.0,    54.0,     60.0,
1985-09-19,   251.00,  249.12,     98612.,  -108.,       0,    -54.0,     60.0,    57.0,     63.0,
1985-09-20,   251.00,  249.09,     98287.,  -325.,       0,   -164.0,     60.0,    54.0,    -50.0,
1985-09-21,   251.00,  249.07,     98071.,  -216.,       0,   -109.0,     60.0,    58.0,      9.0,
1985-09-22,   251.00,  249.07,     98071.,     0.,     0.0,        0,     60.0,    48.0,    108.0,
1985-09-23,   251.00,  249.05,     97855.,  -216.,       0,   -109.0,     60.0,    41.0,     -8.0,
1985-09-24,   251.00,  249.05,     97855.,     0.,     0.0,        0,     60.0,    67.0,    127.0,
1985-09-25,   251.00,  249.02,     97530.,  -325.,       0,   -164.0,     60.0,    36.0,    -68.0,
1985-09-26,   251.00,  249.00,     97314.,  -216.,       0,   -109.0,     60.0,    56.0,      7.0,
1985-09-27,   251.00,  248.97,     97027.,  -287.,       0,   -145.0,     60.0,    54.0,    -31.0,
1985-09-28,   251.00,  248.92,     96550.,  -477.,       0,   -240.0,     60.0,    47.0,   -133.0,
1985-09-29,   251.00,  248.83,     95690.,  -860.,       0,   -434.0,     60.0,    64.0,   -310.0,
1985-09-30,   251.00,  248.87,     96072.,   382.,   193.0,        0,     60.0,    31.0,    284.0,
1985-10-01,   250.97,  248.85,     95881.,  -191.,       0,    -96.0,     60.0,    32.0,     -4.0,
1985-10-02,   250.95,  248.90,     96359.,   478.,   241.0,        0,     60.0,    26.0,    327.0,
1985-10-03,   250.92,  248.95,     96836.,   477.,   240.0,        0,     60.0,    30.0,    330.0,
1985-10-04,   250.89,  248.91,     96454.,  -382.,       0,   -193.0,    137.0,    34.0,    -22.0,
1985-10-05,   250.87,  248.91,     96454.,     0.,     0.0,        0,    234.0,    34.0,    268.0,
1985-10-06,   250.84,  248.89,     96263.,  -191.,       0,    -96.0,    234.0,    48.0,    186.0,
1985-10-07,   250.81,  248.84,     95785.,  -478.,       0,   -241.0,    201.0,    30.0,    -10.0,
1985-10-08,   250.79,  248.79,     95307.,  -478.,       0,   -241.0,    177.0,    30.0,    -34.0,
1985-10-09,   250.76,  248.75,     94925.,  -382.,       0,   -193.0,    213.0,    28.0,     48.0,
1985-10-10,   250.73,  248.68,     94256.,  -669.,       0,   -337.0,    233.0,    31.0,    -73.0,
1985-10-11,   250.71,  248.62,     93683.,  -573.,       0,   -289.0,    233.0,    34.0,    -22.0,
1985-10-12,   250.68,  248.55,     93014.,  -669.,       0,   -337.0,    233.0,    35.0,    -69.0,
1985-10-13,   250.65,  248.47,     92250.,  -764.,       0,   -385.0,    233.0,    68.0,    -84.0,
1985-10-14,   250.63,  248.42,     91772.,  -478.,       0,   -241.0,    233.0,    16.0,      8.0,
1985-10-15,   250.60,  248.40,     91581.,  -191.,       0,    -96.0,    216.0,    35.0,    155.0,
1985-10-16,   250.57,  248.35,     91103.,  -478.,       0,   -241.0,    204.0,    26.0,    -11.0,
1985-10-17,   250.54,  248.30,     90626.,  -477.,       0,   -240.0,    204.0,    33.0,     -3.0,
1985-10-18,   250.51,  248.25,     90148.,  -478.,       0,   -241.0,    204.0,    32.0,     -5.0,
1985-10-19,   250.48,  248.17,     89383.,  -765.,       0,   -386.0,    204.0,    67.0,   -115.0,
1985-10-20,   250.44,  248.12,     88906.,  -477.,       0,   -240.0,    204.0,    60.0,     24.0,
1985-10-21,   250.41,  248.10,     88715.,  -191.,       0,    -96.0,    204.0,    32.0,    140.0,
1985-10-22,   250.38,  248.05,     88237.,  -478.,       0,   -241.0,    204.0,    31.0,     -6.0,
1985-10-23,   250.35,  248.00,     87759.,  -478.,       0,   -241.0,    203.0,    33.0,     -5.0,
1985-10-24,   250.32,  247.95,     87319.,  -440.,       0,   -222.0,    203.0,    30.0,     11.0,
1985-10-25,   250.29,  247.90,     86880.,  -439.,       0,   -221.0,    203.0,    32.0,     14.0,
1985-10-26,   250.26,  247.83,     86264.,  -616.,       0,   -311.0,    203.0,    44.0,    -64.0,
1985-10-27,   250.23,  247.78,     85824.,  -440.,       0,   -222.0,    203.0,    50.0,     31.0,
1985-10-28,   250.19,  247.68,     84945.,  -879.,       0,   -443.0,    203.0,    31.0,   -209.0,
1985-10-29,   250.16,  247.65,     84681.,  -264.,       0,   -133.0,    203.0,    31.0,    101.0,
1985-10-30,   250.13,  247.60,     84241.,  -440.,       0,   -222.0,    202.0,    27.0,      7.0,
1985-10-31,   250.10,  247.56,     83890.,  -351.,       0,   -177.0,    202.0,    30.0,     55.0,
1985-11-01,   250.10,  247.53,     83626.,  -264.,       0,   -133.0,    202.0,    33.0,    102.0,
1985-11-02,   250.10,  247.54,     83714.,    88.,    44.0,        0,    202.0,    51.0,    297.0,
1985-11-03,   250.10,  247.67,     84857.,  1143.,   576.0,        0,    202.0,    32.0,    810.0,
1985-11-04,   250.10,  249.13,     98720., 13863.,  6989.0,        0,    204.0,    31.0,   7224.0,
1985-11-05,   250.10,  250.33,    111958., 13238.,  6674.0,        0,    169.0,    33.0,   6876.0,
1985-11-06,   250.10,  250.43,    113118.,  1160.,   585.0,        0,    805.0,    35.0,   1425.0,
1985-11-07,   250.10,  250.36,    112306.,  -812.,       0,   -409.0,   1343.0,    33.0,    967.0,
1985-11-08,   250.10,  250.28,    111377.,  -929.,       0,   -468.0,    730.0,    35.0,    297.0,
1985-11-09,   250.10,  250.28,    111377.,     0.,     0.0,        0,    208.0,    67.0,    275.0,
1985-11-10,   250.10,  250.26,    111145.,  -232.,       0,   -117.0,    208.0,    62.0,    153.0,
1985-11-11,   250.10,  250.26,    111145.,     0.,     0.0,        0,    208.0,    30.0,    238.0,
1985-11-12,   250.10,  250.25,    111029.,  -116.,       0,    -58.0,    208.0,    25.0,    175.0,
1985-11-13,   250.10,  250.25,    111029.,     0.,     0.0,        0,    208.0,    32.0,    240.0,
1985-11-14,   250.10,  250.14,    109752., -1277.,       0,   -644.0,    208.0,    30.0,   -406.0,
1985-11-15,   250.10,  250.20,    110449.,   697.,   351.0,        0,    208.0,    33.0,    592.0,
1985-11-16,   250.10,  250.17,    110100.,  -349.,       0,   -176.0,    208.0,    69.0,    101.0,
1985-11-17,   250.10,  250.17,    110100.,     0.,     0.0,        0,    208.0,    56.0,    264.0,
1985-11-18,   250.10,  250.14,    109752.,  -348.,       0,   -175.0,    208.0,    33.0,     66.0,
1985-11-19,   250.10,  250.14,    109752.,     0.,     0.0,        0,    208.0,    45.0,    253.0,
1985-11-20,   250.10,  250.25,    111029.,  1277.,   644.0,        0,    208.0,    34.0,    886.0,
1985-11-21,   250.10,  252.35,    136742., 25713., 12964.0,        0,    208.0,    32.0,  13204.0,
1985-11-22,   250.10,  255.54,    181109., 44367., 22369.0,        0,    216.0,    33.0,  22618.0,
1985-11-23,   250.10,  256.35,    193291., 12182.,  6142.0,        0,   1566.0,    71.0,   7779.0,
1985-11-24,   250.10,  256.13,    189898., -3393.,       0,  -1711.0,   3064.0,    51.0,   1404.0,
